ID,LastName,FirstName,Gender,DateOfBirth,Company,PolicyNumber,Coverage,IssueDate,IssueState,FaceAmount,PremiumAmount,CashValue
T-V19899951-11           ,Cook                     ,Zachary             ,M,19510303,TAI  ,V19899951      ,01  ,20080727,DE,230870.00,921.24,113769
T-JT2434462-12           ,Cooke                    ,Alice               ,F,19360908,TAI  ,JT2434462      ,01  ,20031201,CA,300000.00,3018.12,61573
T-LF2243921-11           ,Cooke                    ,Anne                ,F,19390602,TAI  ,LF2243921      ,01  ,20100601,FL,150000.00,894.30,0
T-UL0020390-11           ,Cooke                    ,Andrew              ,M,19470421,TAI  ,UL0020390      ,01  ,20060428,TX,234300.00,2139.60,1071
T-LF2219564-11           ,Cooke                    ,Brenda              ,F,19440716,TAI  ,LF2219564      ,01  ,20101105,FL,100000.00,408.10,0
T-LF2773494-11           ,Cooke                    ,Christine           ,F,19480924,TAI  ,LF2773494      ,01  ,20100105,MO,100000.00,401.50,0
T-LF2785573-11           ,Cooke                    ,Courtney            ,F,19480103,TAI  ,LF2785573      ,01  ,20090720,MO,100000.00,323.40,0
T-LF2937647-11           ,Cooke                    ,Carm                ,F,19490110,TAI  ,LF2937647      ,01  ,20090105,OR,100000.00,294.80,0
T-TM2794664-11           ,Cooke                    ,Eileen              ,F,19810902,TAI  ,TM2794664      ,01  ,20091105,IL,1000000.00,495.00,0
T-LF2972239-11           ,Cooke                    ,Glenn               ,M,19421102,TAI  ,LF2972239      ,01  ,20080701,CO,150000.00,734.25,1088
T-JT2434462-11           ,Cooke                    ,Harold              ,M,19320212,TAI  ,JT2434462      ,01  ,20031201,CA,300000.00,3018.12,61573
T-LF2921072-11           ,Cooke                    ,Howard              ,M,19450628,TAI  ,LF2921072      ,01  ,20080601,OH,250000.00,1053.25,1602
T-TM2713326-11           ,Cooke                    ,Jean                ,F,19701111,TAI  ,TM2713326      ,01  ,20091105,NY,250000.00,440.00,0
T-UL0020382-11           ,Cooke                    ,Jacqueline          ,F,19541227,TAI  ,UL0020382      ,01  ,20061221,AL,129896.00,165.48,37956
T-LF2717686-11           ,Cooke                    ,Karen               ,F,19600629,TAI  ,LF2717686      ,01  ,20091005,FL,200000.00,376.20,0
T-LF2955464-11           ,Cooke                    ,Kevin               ,M,19471029,TAI  ,LF2955464      ,01  ,20081020,OH,100000.00,399.30,586
T-UL0020394-11           ,Cooke                    ,Kathryn             ,F,19570701,TAI  ,UL0020394      ,01  ,20061221,AL,142152.00,152.52,36201
T-LF2914568-11           ,Cooke                    ,Marie               ,F,19500820,TAI  ,LF2914568      ,01  ,20071101,WV,100000.00,254.10,818
T-TM2713484-11           ,Cooke                    ,Regina              ,F,19571010,TAI  ,TM2713484      ,01  ,20091020,NY,250000.00,1100.00,0
T-UL0020398-11           ,Cooke                    ,Ronald              ,M,19640606,TAI  ,UL0020398      ,01  ,20071002,DE,1077403.00,1374.96,309697
T-LF2219545-11           ,Cooke                    ,Susan               ,F,19440313,TAI  ,LF2219545      ,01  ,20101205,FL,100000.00,408.10,0
T-LF2788650-11           ,Cooke                    ,Susan               ,F,19450430,TAI  ,LF2788650      ,01  ,20090605,IN,100000.00,369.60,0
T-UL0020386-11           ,Cooke                    ,Suzanne             ,F,19710802,TAI  ,UL0020386      ,01  ,20051230,GA,321846.00,164.40,47758
T-LF2973664-11           ,Cooke                    ,Teresa              ,F,19420831,TAI  ,LF2973664      ,01  ,20080601,ON,100000.00,364.10,610
T-LF2743865-11           ,Cooper                   ,Agnes               ,F,19711214,TAI  ,LF2743865      ,01  ,20090420,WV,100000.00,111.10,0
T-LF2781578-11           ,Cooper                   ,Allen               ,M,19391112,TAI  ,LF2781578      ,01  ,20090605,IN,150000.00,980.10,0
T-LF2928119-11           ,Cooper                   ,Anita               ,F,19350912,TAI  ,LF2928119      ,01  ,20080701,CA,150000.00,793.65,1314
T-LF2938141-11           ,Cooper                   ,Agnes               ,F,19310904,TAI  ,LF2938141      ,01  ,20081205,WI,100000.00,750.20,1066
T-TM2713318-11           ,Cooper                   ,Audrey              ,F,19781013,TAI  ,TM2713318      ,01  ,20091010,MO,1000000.00,495.00,0
T-TM2794049-11           ,Cooper                   ,Agnes               ,F,19631013,TAI  ,TM2794049      ,01  ,20091005,MI,750000.00,1402.50,0
T-TM2794607-11           ,Cooper                   ,Alan                ,M,19660207,TAI  ,TM2794607      ,01  ,20091120,NY,500000.00,1320.00,0
T-UL0020366-11           ,Cooper                   ,Anthony             ,M,19670705,TAI  ,UL0020366      ,01  ,20061001,GA,117500.00,246.48,31521
T-UL0020378-11           ,Cooper                   ,Andrew              ,M,19770909,TAI  ,UL0020378      ,01  ,20070204,NY,1880734.00,804.96,196684
T-V19894385-11           ,Cooper                   ,Allen               ,M,19750310,TAI  ,V19894385      ,01  ,20051231,OH,657567.00,329.88,105454
T-TM2794631-11           ,Cooper                   ,Bill                ,M,19900620,TAI  ,TM2794631      ,01  ,20091120,IL,125000.00,165.00,0
T-UL0020370-11           ,Cooper                   ,Bradley             ,M,19761005,TAI  ,UL0020370      ,01  ,20051002,WI,510294.00,297.12,97695
T-LF2938773-11           ,Cooper                   ,Catherine           ,F,19520403,TAI  ,LF2938773      ,01  ,20081205,MI,150000.00,384.45,572
T-TM2975951-11           ,Cooper                   ,Carlos              ,M,19780506,TAI  ,TM2975951      ,01  ,20080701,WA,1000000.00,660.00,0
T-UL0020358-11           ,Cooper                   ,Charlene            ,F,19591002,TAI  ,UL0020358      ,01  ,20060816,MA,217980.00,268.44,58163
T-V19890354-11           ,Cooper                   ,Charles             ,M,19730803,TAI  ,V19890354      ,01  ,20061231,CO,859182.00,624.72,112263
T-V19892439-11           ,Cooper                   ,Charles             ,M,19670308,TAI  ,V19892439      ,01  ,20090930,WI,553031.00,133.56,180277
T-V19894382-11           ,Cooper                   ,Cheryl              ,F,19750818,TAI  ,V19894382      ,01  ,20051231,OH,796249.00,168.60,90821
T-LF2796775-11           ,Cooper                   ,Deborah             ,F,19700531,TAI  ,LF2796775      ,01  ,20091120,TN,200000.00,242.00,0
T-LF2917065-11           ,Cooper                   ,Denise              ,F,19390911,TAI  ,LF2917065      ,01  ,20071201,MN,100000.00,426.80,714
T-LF2972916-11           ,Cooper                   ,Donna               ,F,19300716,TAI  ,LF2972916      ,01  ,20080601,SD,100000.00,707.30,1066
T-UL0020342-11           ,Cooper                   ,Dave                ,M,19490510,TAI  ,UL0020342      ,01  ,20070920,CA,7425000.00,29187.84,3656422
T-LF2241477-11           ,Cooper                   ,Elizabeth           ,F,19741215,TAI  ,LF2241477      ,01  ,20100620,OH,100000.00,101.20,0
T-LF2932437-11           ,Cooper                   ,Elmer               ,M,19480118,TAI  ,LF2932437      ,01  ,20090105,OH,100000.00,399.30,0
T-LF2970729-11           ,Cooper                   ,Elaine              ,F,19490605,TAI  ,LF2970729      ,01  ,20080501,WA,100000.00,266.20,426
T-LF2789590-11           ,Cooper                   ,Florence            ,F,19320703,TAI  ,LF2789590      ,01  ,20090615,CO,150000.00,1056.00,0
T-LF2971978-11           ,Cooper                   ,Gregory             ,M,19440821,TAI  ,LF2971978      ,01  ,20080601,CA,100000.00,444.40,668
T-V19894381-11           ,Cooper                   ,Grace               ,F,19691214,TAI  ,V19894381      ,01  ,20051231,OH,651949.00,261.84,104132
T-V19894389-11           ,Cooper                   ,Geraldine           ,F,19620117,TAI  ,V19894389      ,01  ,20051231,OH,503306.00,324.24,115428
T-LF2795275-11           ,Cooper                   ,Herman              ,M,19861002,TAI  ,LF2795275      ,01  ,20091120,IA,250000.00,247.50,0
T-TM2794075-11           ,Cooper                   ,Henry               ,M,19790608,TAI  ,TM2794075      ,01  ,20091020,MN,1000000.00,660.00,0
T-TM2975177-11           ,Cooper                   ,Howard              ,M,19800925,TAI  ,TM2975177      ,01  ,20080701,CA,1000000.00,660.00,0
T-TM2975272-11           ,Cooper                   ,Henry               ,M,19880728,TAI  ,TM2975272      ,01  ,20080601,FL,750000.00,536.25,0
T-UL203030-11            ,COOPER                   ,HENRY               ,M,19610615,TAI  ,UNIV500003     ,01  ,20110212,IL,375000.00,1400.17,0
T-LF2763482-11           ,Cooper                   ,Inez                ,F,19510204,TAI  ,LF2763482      ,01  ,20090605,CA,100000.00,282.70,0
T-LF2910342-11           ,Cooper                   ,Isabella            ,F,19420824,TAI  ,LF2910342      ,01  ,20071201,SD,100000.00,364.10,1230
T-UL0020346-11           ,Cooper                   ,Inez                ,F,19690608,TAI  ,UL0020346      ,01  ,20051002,WI,229586.00,130.80,47891
T-LF2247088-11           ,Cooper                   ,Jonathan            ,M,19810501,TAI  ,LF2247088      ,01  ,20100420,FL,250000.00,231.00,0
T-TM2794041-11           ,Cooper                   ,Jeffrey             ,M,19630921,TAI  ,TM2794041      ,01  ,20090905,MI,750000.00,1856.25,0
T-V19335072-11           ,Cooper                   ,Jessica             ,F,19551011,TAI  ,V19335072      ,01  ,20080816,IL,214046.00,117.48,73432
T-V19899950-11           ,Cooper                   ,Jason               ,M,19600106,TAI  ,V19899950      ,01  ,20080727,DE,290105.00,718.92,112917
T-TM2794519-11           ,Cooper                   ,Kelly               ,F,19751122,TAI  ,TM2794519      ,01  ,20091105,NY,250000.00,302.50,0
T-V19894383-11           ,Cooper                   ,Kelly               ,F,19680327,TAI  ,V19894383      ,01  ,20051231,OH,610188.00,240.36,107187
T-LF2902033-11           ,Cooper                   ,Lucy                ,F,19740112,TAI  ,LF2902033      ,01  ,20070901,FL,100000.00,89.10,254
T-TM2972182-11           ,Cooper                   ,Louis               ,M,19640126,TAI  ,TM2972182      ,01  ,20080601,MN,1000000.00,2310.00,0
T-UL0020330-11           ,Cooper                   ,Louis               ,M,19511020,TAI  ,UL0020330      ,01  ,20061130,HI,353576.00,1145.88,145987
T-V19899958-11           ,Cooper                   ,Lawrence            ,M,19490823,TAI  ,V19899958      ,01  ,20080727,DE,218977.00,1001.40,113929
T-LF2709297-11           ,Cooper                   ,Michael             ,M,19570325,TAI  ,LF2709297      ,01  ,20090820,FL,250000.00,684.75,0
T-V19891274-11           ,Cooper                   ,Maureen             ,F,19630217,TAI  ,V19891274      ,01  ,20080316,DE,1087400.00,289.68,278832
T-V19891304-11           ,Cooper                   ,Marilyn             ,F,19631106,TAI  ,V19891304      ,01  ,20080316,DE,4812445.00,1288.20,1217205
T-LF2749183-11           ,Cooper                   ,Nancy               ,F,19600424,TAI  ,LF2749183      ,01  ,20090201,OH,250000.00,448.25,0
T-TM2794499-11           ,Cooper                   ,Nora                ,F,19740206,TAI  ,TM2794499      ,01  ,20091120,MO,150000.00,181.50,0
T-UL0020338-11           ,Cooper                   ,Nora                ,F,19540417,TAI  ,UL0020338      ,01  ,20051002,WI,156697.00,265.32,56208
T-TM2973930-11           ,Cooper                   ,Patrick             ,M,19681213,TAI  ,TM2973930      ,01  ,20080701,OH,1000000.00,1430.00,0
T-UL0020350-11           ,Cooper                   ,Peter               ,M,19580225,TAI  ,UL0020350      ,01  ,20060719,TN,1240000.00,3854.28,452165
T-UL0020350-11           ,Cooper                   ,Peter               ,M,19580225,TAI  ,UL0020354      ,01  ,20060719,TN,625000.00,1927.08,231088
T-LF2736484-11           ,Cooper                   ,Regina              ,F,19600108,TAI  ,LF2736484      ,01  ,20100405,AR,100000.00,250.80,0
T-LF2902338-11           ,Cooper                   ,Ryan                ,M,19841003,TAI  ,LF2902338      ,01  ,20071001,OH,250000.00,178.75,410
T-UL0020326-11           ,Cooper                   ,Richard             ,M,19600709,TAI  ,UL0020326      ,01  ,20070309,AL,228106.00,432.60,70500
T-UL0020334-11           ,Cooper                   ,Ronald              ,M,19600530,TAI  ,UL0020334      ,01  ,20051002,WI,152853.00,366.84,54252
T-UL0020362-11           ,Cooper                   ,Ronald              ,M,19661002,TAI  ,UL0020362      ,01  ,20071121,IL,533000.00,1084.80,138063
T-V19894387-11           ,Cooper                   ,Ronald              ,M,19670612,TAI  ,V19894387      ,01  ,20051231,OH,504973.00,414.96,118894
T-V19897571-11           ,Cooper                   ,Richard             ,M,19590405,TAI  ,V19897571      ,01  ,20081221,TX,707412.00,304.44,282296
T-V19897675-11           ,Cooper                   ,Ronald              ,M,19670423,TAI  ,V19897675      ,01  ,20071229,TX,1546805.00,2458.44,78374
T-LF2955418-11           ,Cooper                   ,Sylvia              ,F,19310510,TAI  ,LF2955418      ,01  ,20081205,FL,100000.00,750.20,1066
T-TM2713337-11           ,Cooper                   ,Steven              ,M,19780108,TAI  ,TM2713337      ,01  ,20091020,MN,150000.00,247.50,0
T-TM2973953-11           ,Cooper                   ,Teresa              ,F,19710225,TAI  ,TM2973953      ,01  ,20080701,OH,1000000.00,1210.00,0
T-TM2972714-11           ,Cooper                   ,William             ,M,19570711,TAI  ,TM2972714      ,01  ,20080701,CA,300000.00,972.00,0
T-UL0020374-11           ,Cooper                   ,William             ,M,19690516,TAI  ,UL0020374      ,01  ,20051002,IL,262023.00,257.28,67154
T-V19894304-11           ,Cooper                   ,Walter              ,M,19700807,TAI  ,V19894304      ,01  ,20051231,OH,575968.00,331.68,113224
T-LF2959792-11           ,Corey                    ,Alan                ,M,19300305,TAI  ,LF2959792      ,01  ,20081105,ON,100000.00,1100.00,1126
T-LF2985986-11           ,Corey                    ,Alice               ,F,19410911,TAI  ,LF2985986      ,01  ,20070501,OH,100000.00,364.10,1230
T-LF2906389-11           ,Corey                    ,Carla               ,F,19360714,TAI  ,LF2906389      ,01  ,20070601,IA,100000.00,468.60,1606
T-V19890323-11           ,Corey                    ,Elaine              ,F,19660919,TAI  ,V19890323      ,01  ,20061231,CO,960435.00,685.68,140608
T-UL0020318-11           ,Corey                    ,Gregory             ,M,19610202,TAI  ,UL0020318      ,01  ,20061221,AL,133295.00,240.00,38056
T-V19333440-11           ,Corey                    ,John                ,M,19551123,TAI  ,V19333440      ,01  ,20100616,KS,546000.00,854.88,247370
T-LF2205484-11           ,Corey                    ,Lisa                ,F,19321023,TAI  ,LF2205484      ,01  ,20101015,AL,100000.00,750.20,0
T-UL0020322-11           ,Corey                    ,William             ,M,19580613,TAI  ,UL0020322      ,01  ,20070204,NY,990503.00,2223.24,325088
T-V19891006-11           ,Corrigan                 ,Anthony             ,M,19620412,TAI  ,V19891006      ,01  ,20061231,FL,1265697.00,2709.84,357841
T-V19897672-11           ,Corrigan                 ,Audrey              ,F,19641109,TAI  ,V19897672      ,01  ,20071229,TX,1539765.00,1403.16,73066
T-UL0020314-11           ,Corrigan                 ,Frances             ,F,19510815,TAI  ,UL0020314      ,01  ,20051228,OH,100000.00,369.36,35500
T-V19335810-11           ,Corrigan                 ,George              ,M,19600831,TAI  ,V19335810      ,01  ,20080713,IA,398000.00,476.04,0
T-V19890325-11           ,Corrigan                 ,Rose                ,F,19590516,TAI  ,V19890325      ,01  ,20061231,CO,1067495.00,1376.76,244001
T-V19899956-11           ,Corrigan                 ,Steven              ,M,19701230,TAI  ,V19899956      ,01  ,20080727,DE,409769.00,358.68,109533
T-TM2715843-11           ,Corrigan                 ,Zoe                 ,F,19840305,TAI  ,TM2715843      ,01  ,20091020,NY,1000000.00,495.00,0
T-V19894380-11           ,Cortes                   ,Charles             ,M,19600426,TAI  ,V19894380      ,01  ,20051231,OH,404570.00,694.32,127614
T-V19899954-11           ,Cortes                   ,Mark                ,M,19550326,TAI  ,V19899954      ,01  ,20080727,DE,257965.00,844.32,113513
T-V19891004-11           ,Cortes                   ,Patricia            ,F,19571124,TAI  ,V19891004      ,01  ,20061231,FL,618040.00,815.16,162944
T-LF2204997-11           ,Cortez                   ,Allan               ,M,19820129,TAI  ,LF2204997      ,01  ,20100720,FL,200000.00,184.80,0
T-LF2215644-11           ,Cortez                   ,Beverly             ,F,19440827,TAI  ,LF2215644      ,01  ,20101105,WA,250000.00,1020.25,0
T-UL0020310-11           ,Cortez                   ,John                ,M,19530805,TAI  ,UL0020310      ,01  ,20060610,TN,350000.00,1417.92,142695
T-V19894388-11           ,Cortez                   ,Kathleen            ,F,19690715,TAI  ,V19894388      ,01  ,20051231,OH,651949.00,261.84,104132
T-LF2293192-11           ,Cortez                   ,Lee                 ,M,19540821,TAI  ,LF2293192      ,01  ,20101205,ON,100000.00,331.10,0
T-V19897677-11           ,Cortez                   ,Rose                ,F,19630627,TAI  ,V19897677      ,01  ,20071229,TX,1544500.00,1754.28,77537
T-LF2973947-11           ,Cosgrove                 ,Allan               ,M,19470130,TAI  ,LF2973947      ,01  ,20080601,OH,100000.00,399.30,612
T-LF2776909-11           ,Cosgrove                 ,Bradley             ,M,19890321,TAI  ,LF2776909      ,01  ,20091205,AR,1000000.00,715.00,0
T-LF2216292-11           ,Cosgrove                 ,Candace             ,F,19490507,TAI  ,LF2216292      ,01  ,20100905,TN,1000000.00,3234.00,0
T-LF2957977-11           ,Cosgrove                 ,Catherine           ,F,19301129,TAI  ,LF2957977      ,01  ,20081105,OH,100000.00,750.20,1066
T-LF2974227-11           ,Cosgrove                 ,Catherine           ,F,19390725,TAI  ,LF2974227      ,01  ,20080501,OH,100000.00,426.80,714
T-V19335652-11           ,Cosgrove                 ,Charlene            ,F,19590623,TAI  ,V19335652      ,01  ,20080724,NM,264000.00,157.92,0
T-V19894384-11           ,Cosgrove                 ,Cynthia             ,F,19570217,TAI  ,V19894384      ,01  ,20051231,OH,431452.00,406.32,122077
T-TM2794132-11           ,Cosgrove                 ,Doris               ,F,19890426,TAI  ,TM2794132      ,01  ,20091120,CO,500000.00,412.50,0
T-LF2244097-11           ,Cosgrove                 ,Elaine              ,F,19680928,TAI  ,LF2244097      ,01  ,20100605,TN,200000.00,264.00,0
T-V19899923-11           ,Cosgrove                 ,Frank               ,M,19650113,TAI  ,V19899923      ,01  ,20080727,DE,338074.00,541.20,111424
T-TM2715224-11           ,Cosgrove                 ,Gary                ,M,19790520,TAI  ,TM2715224      ,01  ,20091105,OH,150000.00,198.00,0
T-UL0020306-11           ,Cosgrove                 ,Gordon              ,M,19670311,TAI  ,UL0020306      ,01  ,20070613,CA,1362000.00,3824.88,361134
T-LF2936304-11           ,Cosgrove                 ,Howard              ,M,19440711,TAI  ,LF2936304      ,01  ,20081205,NE,100000.00,493.90,696
T-LF2735215-11           ,Cosgrove                 ,Janet               ,F,19750813,TAI  ,LF2735215      ,01  ,20100505,FL,200000.00,195.80,0
T-LF2921279-11           ,Cosgrove                 ,Joan                ,F,19400526,TAI  ,LF2921279      ,01  ,20080801,OH,100000.00,426.80,714
T-V19894386-11           ,Cosgrove                 ,Janice              ,F,19650806,TAI  ,V19894386      ,01  ,20051231,OH,571586.00,275.88,109739
T-LF2979520-11           ,Cosgrove                 ,Laura               ,F,19400625,TAI  ,LF2979520      ,01  ,20080501,OH,150000.00,608.85,1016
T-V19335077-11           ,Cosgrove                 ,Laura               ,F,19690809,TAI  ,V19335077      ,01  ,20080816,IL,330217.00,63.12,65881
T-LF2779911-11           ,Cosgrove                 ,Nicole              ,F,19460201,TAI  ,LF2779911      ,01  ,20091205,IA,100000.00,354.20,0
T-UL0020302-11           ,Cosgrove                 ,Patricia            ,F,19650617,TAI  ,UL0020302      ,01  ,20051002,WI,415343.00,302.40,100393
T-V19897210-11           ,Cosgrove                 ,Peter               ,M,19500928,TAI  ,V19897210      ,01  ,20090402,WA,1533512.00,1083.36,775967
T-LF2272777-11           ,Cosgrove                 ,Shannon             ,F,19770610,TAI  ,LF2272777      ,01  ,20101105,KY,250000.00,236.50,0
T-V19890322-11           ,Cosgrove                 ,Tony                ,M,19601029,TAI  ,V19890322      ,01  ,20061231,CO,706719.00,1718.40,192648
T-TM2972961-11           ,Cosgrove                 ,Zachary             ,M,19700110,TAI  ,TM2972961      ,01  ,20080601,OH,1000000.00,1430.00,0
T-LF2702693-11           ,Cosmo                    ,Adam                ,M,19410808,TAI  ,LF2702693      ,01  ,20090805,WI,150000.00,877.80,0
T-UL0020298-11           ,Cosmo                    ,Amy                 ,F,19500527,TAI  ,UL0020298      ,01  ,20051002,WI,139268.00,334.80,57212
T-LF2209475-11           ,Cosmo                    ,Shirley             ,F,19430907,TAI  ,LF2209475      ,01  ,20100820,TN,150000.00,612.15,0
T-LF2932493-11           ,Costanza                 ,Anne                ,F,19410614,TAI  ,LF2932493      ,01  ,20090120,ON,100000.00,430.10,0
T-UL0020279-11           ,Costanza                 ,Bill                ,M,19731114,TAI  ,UL0020279      ,01  ,20051230,GA,293805.00,203.88,51027
T-V19897952-11           ,Costanza                 ,Brian               ,M,19750111,TAI  ,V19897952      ,01  ,20080316,DE,1390352.00,268.44,267129
T-UL0020273-11           ,Costanza                 ,Carl                ,M,19491102,TAI  ,UL0020273      ,01  ,20070605,PA,241097.00,901.32,115022
T-V19894363-11           ,Costanza                 ,Cheryl              ,F,19641005,TAI  ,V19894363      ,01  ,20051231,OH,553454.00,264.12,111259
T-UL0020286-11           ,Costanza                 ,Donna               ,F,19760802,TAI  ,UL0020286      ,01  ,20080215,WI,100000.00,147.24,2555
T-UL0020294-11           ,Costanza                 ,Dora                ,F,19730821,TAI  ,UL0020294      ,01  ,20051230,GA,344040.00,143.28,45496
T-UL0020290-11           ,Costanza                 ,Edgar               ,M,19600821,TAI  ,UL0020290      ,01  ,20051230,GA,192699.00,443.76,60637
T-V19897679-11           ,Costanza                 ,Georgia             ,F,19630822,TAI  ,V19897679      ,01  ,20071229,TX,1542105.00,1578.60,75371
T-UL0020276-11           ,Costanza                 ,Jonathan            ,M,19580516,TAI  ,UL0020276      ,01  ,20061228,OK,1312200.00,4475.76,351563
T-V19899925-11           ,Costanza                 ,Jon                 ,M,19581130,TAI  ,V19899925      ,01  ,20080727,DE,281583.00,763.80,113124
T-LF2950430-11           ,Costanza                 ,Marilyn             ,F,19760928,TAI  ,LF2950430      ,01  ,20080901,MI,500000.00,445.50,564
T-LF2976954-11           ,Costanza                 ,Mark                ,M,19510818,TAI  ,LF2976954      ,01  ,20080501,OH,100000.00,434.50,568
T-V19890327-11           ,Costanza                 ,Mark                ,M,19640104,TAI  ,V19890327      ,01  ,20061231,CO,766002.00,1399.44,180059
T-V19892431-11           ,Costanza                 ,Maureen             ,F,19530811,TAI  ,V19892431      ,01  ,20090930,WI,338015.00,94.92,139190
T-TM2713045-11           ,Costanza                 ,Nora                ,F,19790114,TAI  ,TM2713045      ,01  ,20090920,FL,150000.00,148.50,0
T-TM2712571-11           ,Costanza                 ,Ryan                ,M,19680922,TAI  ,TM2712571      ,01  ,20090905,OH,100000.00,297.00,0
T-UL0020264-11           ,Costanza                 ,Richard             ,M,19670304,TAI  ,UL0020264      ,01  ,20051002,WI,184989.00,237.60,52972
T-UL0020267-11           ,Costanza                 ,William             ,M,19490201,TAI  ,UL0020267      ,01  ,20050701,CA,535000.00,2548.68,253553
T-UL0020270-11           ,Costanza                 ,Walter              ,M,19761216,TAI  ,UL0020270      ,01  ,20051230,GA,324326.00,199.32,47498
T-UL0020282-11           ,Costanza                 ,Zachary             ,M,19530826,TAI  ,UL0020282      ,01  ,20061221,AL,108215.00,312.84,41371
T-V19897671-11           ,Costanza                 ,Zachary             ,M,19761015,TAI  ,V19897671      ,01  ,20071229,TX,1524673.00,1053.12,57106
T-LF2983304-11           ,Costello                 ,Cynthia             ,F,19480426,TAI  ,LF2983304      ,01  ,20080501,MI,150000.00,433.95,716
T-LF2939004-11           ,Costello                 ,Marjorie            ,F,19520621,TAI  ,LF2939004      ,01  ,20081220,OH,100000.00,256.30,0
T-LF2271295-11           ,Costello                 ,Richard             ,M,19820319,TAI  ,LF2271295      ,01  ,20101220,FL,250000.00,231.00,0
T-V19899922-11           ,Costello                 ,Victor              ,M,19660329,TAI  ,V19899922      ,01  ,20080727,DE,360092.00,446.52,110838
T-UL0020261-11           ,Costello                 ,William             ,M,19550823,TAI  ,UL0020261      ,01  ,20061228,TX,1195000.00,3856.08,460351
T-V19899927-11           ,Costello                 ,William             ,M,19580107,TAI  ,V19899927      ,01  ,20080727,DE,273385.00,783.12,113296
T-TM2975527-11           ,Courtney                 ,Grace               ,F,19631130,TAI  ,TM2975527      ,01  ,20080701,OR,350000.00,217.00,0
T-V19890329-11           ,Courtney                 ,Thomas              ,M,19770405,TAI  ,V19890329      ,01  ,20061231,CO,761013.00,489.12,78834
T-V19899929-11           ,Courtney                 ,Tiffany             ,F,19471120,TAI  ,V19899929      ,01  ,20080727,DE,238796.00,685.68,113767
T-LF2723876-11           ,Cowan                    ,Alice               ,F,19520217,TAI  ,LF2723876      ,01  ,20100120,ON,150000.00,404.25,0
T-LF2925098-11           ,Cowan                    ,Anna                ,F,19890808,TAI  ,LF2925098      ,01  ,20080801,MI,100000.00,61.60,68
T-TM2713279-11           ,Cowan                    ,Amanda              ,F,19680323,TAI  ,TM2713279      ,01  ,20091105,MI,150000.00,528.00,0
T-UL0020231-11           ,Cowan                    ,Adam                ,M,19721011,TAI  ,UL0020231      ,01  ,20070204,NY,1596545.00,970.68,242401
T-UL0020240-11           ,Cowan                    ,Adam                ,M,19661208,TAI  ,UL0020240      ,01  ,20051002,WI,194796.00,250.20,55780
T-V19890328-11           ,Cowan                    ,Anthony             ,M,19631121,TAI  ,V19890328      ,01  ,20061231,CO,1167219.00,2132.40,274369
T-V19897216-11           ,Cowan                    ,Alan                ,M,19660213,TAI  ,V19897216      ,01  ,20090402,WA,1261565.00,312.00,390656
T-LF2756722-11           ,Cowan                    ,Bradley             ,M,19350104,TAI  ,LF2756722      ,01  ,20100320,FL,100000.00,1164.90,0
T-UL0020234-11           ,Cowan                    ,Brian               ,M,19590122,TAI  ,UL0020234      ,01  ,20071228,MO,275000.00,586.08,13262
T-V19894365-11           ,Cowan                    ,Brenda              ,F,19570707,TAI  ,V19894365      ,01  ,20051231,OH,444798.00,386.76,120896
T-LF2924688-11           ,Cowan                    ,Carm                ,F,19400625,TAI  ,LF2924688      ,01  ,20080601,KY,100000.00,405.90,676
T-UL0020237-11           ,Cowan                    ,Charles             ,M,19600112,TAI  ,UL0020237      ,01  ,20061109,NY,511126.00,1376.40,171896
T-V19891083-11           ,Cowan                    ,Charles             ,M,19671002,TAI  ,V19891083      ,01  ,20061231,FL,1798772.00,2023.80,386801
T-V19891293-11           ,Cowan                    ,Charles             ,M,19680413,TAI  ,V19891293      ,01  ,20080316,DE,2816977.00,997.08,729776
T-V19897218-11           ,Cowan                    ,Craig               ,M,19780607,TAI  ,V19897218      ,01  ,20090402,WA,412230.00,39.36,82753
T-LF2919389-11           ,Cowan                    ,Dora                ,F,19531020,TAI  ,LF2919389      ,01  ,20080101,OR,100000.00,222.20,342
T-UL0020225-11           ,Cowan                    ,Dolores             ,F,19560623,TAI  ,UL0020225      ,01  ,20061221,AL,137915.00,157.68,36841
T-LF2911959-11           ,Cowan                    ,Elaine              ,F,19420803,TAI  ,LF2911959      ,01  ,20071201,FL,100000.00,364.10,1230
T-LF2927859-11           ,Cowan                    ,Eric                ,M,19820403,TAI  ,LF2927859      ,01  ,20080901,OH,250000.00,200.75,256
T-TM2715411-11           ,Cowan                    ,Edwin               ,M,19640531,TAI  ,TM2715411      ,01  ,20091020,CA,150000.00,726.00,0
T-V19899921-11           ,Cowan                    ,Eli                 ,M,19471022,TAI  ,V19899921      ,01  ,20080727,DE,208028.00,1096.68,114069
T-LF2201576-11           ,Cowan                    ,Frances             ,F,19540829,TAI  ,LF2201576      ,01  ,20101101,AL,100000.00,256.30,0
T-LF2766317-11           ,Cowan                    ,Frances             ,F,19401102,TAI  ,LF2766317      ,01  ,20090420,OH,150000.00,678.15,0
T-V19890320-11           ,Cowan                    ,Floyd               ,M,19560706,TAI  ,V19890320      ,01  ,20061231,CO,1302213.00,4296.84,424021
T-V19890326-11           ,Cowan                    ,Frank               ,M,19661211,TAI  ,V19890326      ,01  ,20061231,CO,598441.00,799.80,120112
